interaction_id,round_number,customer_id,action_id,converted,revenue,cost,reward,p_convert,exploit_score,explore_score,ucb_score,simulation_id
1390,1390,387,4,False,0.0,0.2,-0.2,0.2825,33.3482,0.0557,33.4039,synthetic_seed42_cust500_rounds5000
1391,1391,431,3,True,78.39,0.3,78.09,0.3452,33.2451,0.0256,33.2706,synthetic_seed42_cust500_rounds5000
1392,1392,455,3,True,79.91,0.3,79.61,0.2976,22.8659,0.0403,22.9063,synthetic_seed42_cust500_rounds5000
1393,1393,462,3,True,90.28,0.3,89.98,0.2503,25.5977,0.0274,25.6251,synthetic_seed42_cust500_rounds5000
1394,1394,446,4,False,0.0,0.2,-0.2,0.2787,27.0075,0.037,27.0445,synthetic_seed42_cust500_rounds5000
1395,1395,315,4,False,0.0,0.2,-0.2,0.3164,30.5508,0.0459,30.5967,synthetic_seed42_cust500_rounds5000
1396,1396,170,3,True,55.04,0.3,54.74,0.1971,23.2831,0.0267,23.3098,synthetic_seed42_cust500_rounds5000
1397,1397,459,3,True,91.14,0.3,90.84,0.4481,25.3952,0.0265,25.4217,synthetic_seed42_cust500_rounds5000
1398,1398,59,2,True,50.74,4.99,45.75,0.2537,3.3401,0.1181,3.4582,synthetic_seed42_cust500_rounds5000
1399,1399,84,4,True,59.2,9.0,50.2,0.185,15.785,0.0652,15.8502,synthetic_seed42_cust500_rounds5000
1400,1400,216,3,False,0.0,0.3,-0.3,0.4491,44.3805,0.0359,44.4164,synthetic_seed42_cust500_rounds5000
1401,1401,140,3,False,0.0,0.3,-0.3,0.4174,51.5665,0.0443,51.6107,synthetic_seed42_cust500_rounds5000
1402,1402,304,3,False,0.0,0.3,-0.3,0.4575,43.038,0.0305,43.0684,synthetic_seed42_cust500_rounds5000
1403,1403,446,4,True,127.55,9.0,118.55,0.2787,26.9468,0.0368,26.9836,synthetic_seed42_cust500_rounds5000
1404,1404,244,3,False,0.0,0.3,-0.3,0.2659,26.349,0.0356,26.3846,synthetic_seed42_cust500_rounds5000
1405,1405,274,3,False,0.0,0.3,-0.3,0.1859,18.3936,0.0279,18.4215,synthetic_seed42_cust500_rounds5000
1406,1406,211,3,False,0.0,0.3,-0.3,0.1844,13.3883,0.0307,13.419,synthetic_seed42_cust500_rounds5000
1407,1407,352,3,True,82.52,0.3,82.22,0.3439,34.601,0.035,34.636,synthetic_seed42_cust500_rounds5000
1408,1408,47,4,False,0.0,0.2,-0.2,0.4162,30.7025,0.0458,30.7483,synthetic_seed42_cust500_rounds5000
1409,1409,25,4,True,144.17,9.0,135.17,0.4053,31.0076,0.0408,31.0484,synthetic_seed42_cust500_rounds5000
1410,1410,316,4,False,0.0,0.2,-0.2,0.3432,31.3459,0.0546,31.4005,synthetic_seed42_cust500_rounds5000
1411,1411,264,3,False,0.0,0.3,-0.3,0.2241,23.3866,0.0326,23.4192,synthetic_seed42_cust500_rounds5000
1412,1412,204,4,True,139.06,9.0,130.06,0.1669,24.445,0.0614,24.5064,synthetic_seed42_cust500_rounds5000
1413,1413,164,3,True,106.07,0.3,105.77,0.3142,29.6967,0.0279,29.7246,synthetic_seed42_cust500_rounds5000
1414,1414,26,3,False,0.0,0.3,-0.3,0.4709,37.9368,0.0265,37.9633,synthetic_seed42_cust500_rounds5000
1415,1415,336,4,False,0.0,0.2,-0.2,0.1917,19.3972,0.0695,19.4667,synthetic_seed42_cust500_rounds5000
1416,1416,210,3,True,86.85,0.3,86.55,0.5466,45.1669,0.0434,45.2104,synthetic_seed42_cust500_rounds5000
1417,1417,221,3,False,0.0,0.3,-0.3,0.261,20.545,0.0264,20.5714,synthetic_seed42_cust500_rounds5000
1418,1418,440,3,False,0.0,0.3,-0.3,0.1676,12.106,0.0347,12.1407,synthetic_seed42_cust500_rounds5000
1419,1419,368,3,False,0.0,0.3,-0.3,0.371,33.587,0.0311,33.6181,synthetic_seed42_cust500_rounds5000
1420,1420,108,4,False,0.0,0.2,-0.2,0.2935,30.1662,0.0805,30.2467,synthetic_seed42_cust500_rounds5000
1421,1421,322,4,False,0.0,0.2,-0.2,0.2856,30.827,0.0326,30.8596,synthetic_seed42_cust500_rounds5000
1422,1422,65,3,False,0.0,0.3,-0.3,0.4886,41.4188,0.0449,41.4637,synthetic_seed42_cust500_rounds5000
1423,1423,98,4,False,0.0,0.2,-0.2,0.1983,26.0277,0.0547,26.0824,synthetic_seed42_cust500_rounds5000
1424,1424,355,4,False,0.0,0.2,-0.2,0.1627,12.1079,0.1298,12.2378,synthetic_seed42_cust500_rounds5000
1425,1425,62,3,False,0.0,0.3,-0.3,0.2855,32.4998,0.0376,32.5374,synthetic_seed42_cust500_rounds5000
1426,1426,139,3,False,0.0,0.3,-0.3,0.2818,27.2252,0.036,27.2612,synthetic_seed42_cust500_rounds5000
1427,1427,443,4,False,0.0,0.2,-0.2,0.1616,24.9154,0.0329,24.9484,synthetic_seed42_cust500_rounds5000
1428,1428,369,3,False,0.0,0.3,-0.3,0.3449,38.6947,0.0231,38.7177,synthetic_seed42_cust500_rounds5000
1429,1429,460,4,True,81.07,9.0,72.07,0.2929,31.4934,0.0427,31.5361,synthetic_seed42_cust500_rounds5000
1430,1430,434,3,False,0.0,0.3,-0.3,0.3869,29.1543,0.0285,29.1829,synthetic_seed42_cust500_rounds5000
1431,1431,153,3,False,0.0,0.3,-0.3,0.2003,20.4582,0.028,20.4862,synthetic_seed42_cust500_rounds5000
1432,1432,312,4,False,0.0,0.2,-0.2,0.2765,12.7141,0.0668,12.781,synthetic_seed42_cust500_rounds5000
1433,1433,190,3,True,104.18,0.3,103.88,0.4058,37.3352,0.038,37.3732,synthetic_seed42_cust500_rounds5000
1434,1434,347,2,False,0.0,0.1,-0.1,0.5702,11.3642,0.0535,11.4177,synthetic_seed42_cust500_rounds5000
1435,1435,174,3,False,0.0,0.3,-0.3,0.2341,16.892,0.023,16.9149,synthetic_seed42_cust500_rounds5000
1436,1436,1,3,False,0.0,0.3,-0.3,0.3562,31.6345,0.0434,31.6779,synthetic_seed42_cust500_rounds5000
1437,1437,44,3,True,94.01,0.3,93.71,0.427,45.5396,0.0467,45.5863,synthetic_seed42_cust500_rounds5000
1438,1438,384,3,True,65.0,0.3,64.7,0.2733,22.8146,0.0257,22.8403,synthetic_seed42_cust500_rounds5000
1439,1439,39,4,True,131.89,9.0,122.89,0.4203,51.1253,0.0723,51.1976,synthetic_seed42_cust500_rounds5000
1440,1440,296,3,False,0.0,0.3,-0.3,0.2483,26.5829,0.0439,26.6268,synthetic_seed42_cust500_rounds5000
1441,1441,425,4,False,0.0,0.2,-0.2,0.3077,40.3744,0.0582,40.4326,synthetic_seed42_cust500_rounds5000
1442,1442,370,4,False,0.0,0.2,-0.2,0.3219,27.0517,0.0521,27.1038,synthetic_seed42_cust500_rounds5000
1443,1443,206,4,True,74.31,9.0,65.31,0.2145,28.4972,0.0601,28.5573,synthetic_seed42_cust500_rounds5000
1444,1444,105,4,True,155.1,9.0,146.1,0.5226,64.0724,0.1527,64.2251,synthetic_seed42_cust500_rounds5000
1445,1445,457,3,False,0.0,0.3,-0.3,0.3934,29.8373,0.0317,29.869,synthetic_seed42_cust500_rounds5000
1446,1446,281,4,False,0.0,0.2,-0.2,0.3565,36.3213,0.0499,36.3712,synthetic_seed42_cust500_rounds5000
1447,1447,203,4,False,0.0,0.2,-0.2,0.2549,18.8867,0.0443,18.931,synthetic_seed42_cust500_rounds5000
1448,1448,467,3,False,0.0,0.3,-0.3,0.247,24.413,0.0312,24.4442,synthetic_seed42_cust500_rounds5000
1449,1449,107,3,False,0.0,0.3,-0.3,0.3184,30.8688,0.0375,30.9063,synthetic_seed42_cust500_rounds5000
1450,1450,220,3,False,0.0,0.3,-0.3,0.4953,44.9986,0.0431,45.0417,synthetic_seed42_cust500_rounds5000
1451,1451,52,4,False,0.0,0.2,-0.2,0.2383,23.3584,0.0547,23.4132,synthetic_seed42_cust500_rounds5000
1452,1452,62,3,False,0.0,0.3,-0.3,0.2855,32.3785,0.0371,32.4156,synthetic_seed42_cust500_rounds5000
1453,1453,199,2,False,0.0,0.1,-0.1,0.3966,9.5064,0.1028,9.6092,synthetic_seed42_cust500_rounds5000
1454,1454,348,3,True,76.06,0.3,75.76,0.3117,25.8188,0.0369,25.8557,synthetic_seed42_cust500_rounds5000
1455,1455,168,2,True,48.74,4.99,43.75,0.483,13.8111,0.0913,13.9024,synthetic_seed42_cust500_rounds5000
1456,1456,343,3,False,0.0,0.3,-0.3,0.4054,35.308,0.0259,35.3338,synthetic_seed42_cust500_rounds5000
1457,1457,400,4,False,0.0,0.2,-0.2,0.2307,35.4307,0.043,35.4738,synthetic_seed42_cust500_rounds5000
1458,1458,432,3,False,0.0,0.3,-0.3,0.1842,19.1494,0.0361,19.1855,synthetic_seed42_cust500_rounds5000
1459,1459,24,3,False,0.0,0.3,-0.3,0.3791,33.9753,0.0286,34.0039,synthetic_seed42_cust500_rounds5000
1460,1460,386,3,True,73.54,0.3,73.24,0.3706,31.787,0.0283,31.8153,synthetic_seed42_cust500_rounds5000
1461,1461,72,3,False,0.0,0.3,-0.3,0.2167,17.0354,0.0356,17.071,synthetic_seed42_cust500_rounds5000
1462,1462,347,2,False,0.0,0.1,-0.1,0.5702,11.4186,0.0526,11.4712,synthetic_seed42_cust500_rounds5000
1463,1463,186,2,False,0.0,0.1,-0.1,0.1978,9.0328,0.0977,9.1305,synthetic_seed42_cust500_rounds5000
1464,1464,352,4,True,134.23,9.0,125.23,0.2578,34.3959,0.0698,34.4657,synthetic_seed42_cust500_rounds5000
1465,1465,106,4,False,0.0,0.2,-0.2,0.1726,21.7696,0.0496,21.8192,synthetic_seed42_cust500_rounds5000
1466,1466,317,4,True,183.84,9.0,174.84,0.3939,64.2096,0.1105,64.32,synthetic_seed42_cust500_rounds5000
1467,1467,62,3,True,56.66,0.3,56.36,0.2855,32.3986,0.0369,32.4354,synthetic_seed42_cust500_rounds5000
1468,1468,85,3,False,0.0,0.3,-0.3,0.1309,9.5041,0.0276,9.5317,synthetic_seed42_cust500_rounds5000
1469,1469,303,4,False,0.0,0.2,-0.2,0.2793,26.1574,0.0399,26.1973,synthetic_seed42_cust500_rounds5000
1470,1470,167,3,False,0.0,0.3,-0.3,0.2832,27.5444,0.0387,27.5831,synthetic_seed42_cust500_rounds5000
1471,1471,350,3,False,0.0,0.3,-0.3,0.1879,22.6267,0.0378,22.6645,synthetic_seed42_cust500_rounds5000
1472,1472,339,3,False,0.0,0.3,-0.3,0.2989,22.3061,0.0269,22.3331,synthetic_seed42_cust500_rounds5000
1473,1473,306,4,False,0.0,0.2,-0.2,0.2474,46.9682,0.0667,47.0349,synthetic_seed42_cust500_rounds5000
1474,1474,364,3,False,0.0,0.3,-0.3,0.2452,22.001,0.0304,22.0315,synthetic_seed42_cust500_rounds5000
1475,1475,394,4,True,111.33,9.0,102.33,0.3987,38.4574,0.0642,38.5217,synthetic_seed42_cust500_rounds5000
1476,1476,451,4,False,0.0,0.2,-0.2,0.2753,35.1692,0.093,35.2622,synthetic_seed42_cust500_rounds5000
1477,1477,38,4,False,0.0,0.2,-0.2,0.1734,16.5546,0.0538,16.6084,synthetic_seed42_cust500_rounds5000
1478,1478,282,4,False,0.0,0.2,-0.2,0.191,22.0239,0.0762,22.1001,synthetic_seed42_cust500_rounds5000
1479,1479,374,3,False,0.0,0.3,-0.3,0.2466,22.3553,0.0258,22.3811,synthetic_seed42_cust500_rounds5000
1480,1480,107,3,False,0.0,0.3,-0.3,0.3184,30.6196,0.0371,30.6567,synthetic_seed42_cust500_rounds5000
1481,1481,133,3,True,82.03,0.3,81.73,0.4093,29.2212,0.0249,29.2461,synthetic_seed42_cust500_rounds5000
1482,1482,134,3,True,48.41,0.3,48.11,0.2135,13.4847,0.0355,13.5202,synthetic_seed42_cust500_rounds5000
1483,1483,283,3,False,0.0,0.3,-0.3,0.227,19.0283,0.0264,19.0547,synthetic_seed42_cust500_rounds5000
1484,1484,183,4,False,0.0,0.2,-0.2,0.2151,28.8705,0.0526,28.9231,synthetic_seed42_cust500_rounds5000
1485,1485,329,4,False,0.0,0.2,-0.2,0.337,25.936,0.0536,25.9896,synthetic_seed42_cust500_rounds5000
1486,1486,301,4,False,0.0,0.2,-0.2,0.2487,24.1715,0.0362,24.2077,synthetic_seed42_cust500_rounds5000
1487,1487,322,4,False,0.0,0.2,-0.2,0.2856,31.0518,0.0313,31.0831,synthetic_seed42_cust500_rounds5000
1488,1488,127,3,True,53.2,0.3,52.9,0.2179,19.6526,0.029,19.6816,synthetic_seed42_cust500_rounds5000
1489,1489,383,4,True,95.89,9.0,86.89,0.2456,37.6233,0.0681,37.6914,synthetic_seed42_cust500_rounds5000
1490,1490,327,3,False,0.0,0.3,-0.3,0.1857,11.7734,0.0444,11.8178,synthetic_seed42_cust500_rounds5000
1491,1491,64,3,False,0.0,0.3,-0.3,0.1752,16.888,0.0434,16.9314,synthetic_seed42_cust500_rounds5000
1492,1492,101,3,False,0.0,0.3,-0.3,0.3629,27.0753,0.0237,27.099,synthetic_seed42_cust500_rounds5000
1493,1493,148,4,False,0.0,0.2,-0.2,0.373,34.315,0.075,34.3899,synthetic_seed42_cust500_rounds5000
1494,1494,464,3,False,0.0,0.3,-0.3,0.1838,12.9158,0.0393,12.9552,synthetic_seed42_cust500_rounds5000
1495,1495,160,3,False,0.0,0.3,-0.3,0.1765,13.9831,0.0331,14.0161,synthetic_seed42_cust500_rounds5000
1496,1496,10,3,True,74.25,0.3,73.95,0.3179,29.5382,0.0268,29.5651,synthetic_seed42_cust500_rounds5000
1497,1497,69,4,True,116.38,9.0,107.38,0.3374,38.3089,0.0497,38.3586,synthetic_seed42_cust500_rounds5000
1498,1498,17,3,False,0.0,0.3,-0.3,0.3781,37.7213,0.0544,37.7757,synthetic_seed42_cust500_rounds5000
1499,1499,202,3,False,0.0,0.3,-0.3,0.3491,31.9003,0.0287,31.929,synthetic_seed42_cust500_rounds5000
1500,1500,395,4,False,0.0,0.2,-0.2,0.4272,53.0946,0.0862,53.1808,synthetic_seed42_cust500_rounds5000
1501,1501,224,3,False,0.0,0.3,-0.3,0.4413,38.9586,0.0268,38.9854,synthetic_seed42_cust500_rounds5000
1502,1502,415,4,False,0.0,0.2,-0.2,0.1976,30.7416,0.0337,30.7753,synthetic_seed42_cust500_rounds5000
1503,1503,25,4,True,153.89,9.0,144.89,0.4053,30.3984,0.0391,30.4374,synthetic_seed42_cust500_rounds5000
1504,1504,234,3,False,0.0,0.3,-0.3,0.3757,27.0778,0.0232,27.1011,synthetic_seed42_cust500_rounds5000
1505,1505,392,3,False,0.0,0.3,-0.3,0.2737,25.7835,0.0289,25.8124,synthetic_seed42_cust500_rounds5000
1506,1506,333,4,False,0.0,0.2,-0.2,0.3964,60.1517,0.0706,60.2223,synthetic_seed42_cust500_rounds5000
1507,1507,423,4,False,0.0,0.2,-0.2,0.2717,16.0973,0.0447,16.142,synthetic_seed42_cust500_rounds5000
1508,1508,136,4,True,118.75,9.0,109.75,0.353,56.2205,0.0848,56.3054,synthetic_seed42_cust500_rounds5000
1509,1509,249,4,False,0.0,0.2,-0.2,0.2589,35.9968,0.0389,36.0357,synthetic_seed42_cust500_rounds5000
1510,1510,334,3,False,0.0,0.3,-0.3,0.2221,24.2474,0.0266,24.2739,synthetic_seed42_cust500_rounds5000
1511,1511,84,4,False,0.0,0.2,-0.2,0.185,13.4865,0.0615,13.5479,synthetic_seed42_cust500_rounds5000
1512,1512,406,3,False,0.0,0.3,-0.3,0.5355,54.6051,0.048,54.653,synthetic_seed42_cust500_rounds5000
1513,1513,153,3,True,70.96,0.3,70.66,0.2003,20.0347,0.0275,20.0621,synthetic_seed42_cust500_rounds5000
1514,1514,44,3,False,0.0,0.3,-0.3,0.427,45.3468,0.0458,45.3926,synthetic_seed42_cust500_rounds5000
1515,1515,382,3,False,0.0,0.3,-0.3,0.2588,30.5147,0.044,30.5586,synthetic_seed42_cust500_rounds5000
1516,1516,351,4,False,0.0,0.2,-0.2,0.184,14.3911,0.0941,14.4853,synthetic_seed42_cust500_rounds5000
1517,1517,435,3,False,0.0,0.3,-0.3,0.1325,16.2786,0.031,16.3096,synthetic_seed42_cust500_rounds5000
1518,1518,439,4,True,125.36,9.0,116.36,0.2363,34.233,0.0499,34.2829,synthetic_seed42_cust500_rounds5000
1519,1519,138,4,False,0.0,0.2,-0.2,0.183,19.6466,0.0355,19.6821,synthetic_seed42_cust500_rounds5000
1520,1520,316,4,False,0.0,0.2,-0.2,0.3432,28.9145,0.0521,28.9666,synthetic_seed42_cust500_rounds5000
1521,1521,500,4,False,0.0,0.2,-0.2,0.2737,47.1359,0.0579,47.1938,synthetic_seed42_cust500_rounds5000
1522,1522,123,3,True,74.85,0.3,74.55,0.2837,29.3923,0.0282,29.4205,synthetic_seed42_cust500_rounds5000
1523,1523,235,4,False,0.0,0.2,-0.2,0.2014,23.0016,0.0322,23.0338,synthetic_seed42_cust500_rounds5000
1524,1524,450,4,True,126.49,9.0,117.49,0.2973,32.1179,0.052,32.1699,synthetic_seed42_cust500_rounds5000
1525,1525,49,4,True,141.77,9.0,132.77,0.3862,25.0576,0.0539,25.1115,synthetic_seed42_cust500_rounds5000
1526,1526,460,4,True,93.19,9.0,84.19,0.2929,33.7835,0.0405,33.824,synthetic_seed42_cust500_rounds5000
1527,1527,242,4,False,0.0,0.2,-0.2,0.3209,32.5543,0.0409,32.5952,synthetic_seed42_cust500_rounds5000
1528,1528,439,4,False,0.0,0.2,-0.2,0.2363,35.0677,0.0492,35.1169,synthetic_seed42_cust500_rounds5000
1529,1529,306,4,False,0.0,0.2,-0.2,0.2474,47.6713,0.0638,47.7351,synthetic_seed42_cust500_rounds5000
1530,1530,332,4,True,81.86,9.0,72.86,0.4881,36.7843,0.0433,36.8277,synthetic_seed42_cust500_rounds5000
1531,1531,385,3,False,0.0,0.3,-0.3,0.3116,24.0203,0.0325,24.0528,synthetic_seed42_cust500_rounds5000
1532,1532,32,4,False,0.0,0.2,-0.2,0.3888,37.5549,0.0382,37.5931,synthetic_seed42_cust500_rounds5000
1533,1533,309,4,True,96.1,9.0,87.1,0.2653,31.3832,0.0359,31.4192,synthetic_seed42_cust500_rounds5000
1534,1534,457,3,False,0.0,0.3,-0.3,0.3934,29.6155,0.0312,29.6467,synthetic_seed42_cust500_rounds5000
1535,1535,475,3,False,0.0,0.3,-0.3,0.4891,33.7259,0.0357,33.7617,synthetic_seed42_cust500_rounds5000
1536,1536,482,3,False,0.0,0.3,-0.3,0.3518,33.508,0.0255,33.5334,synthetic_seed42_cust500_rounds5000
1537,1537,318,4,False,0.0,0.2,-0.2,0.2885,37.2506,0.0618,37.3124,synthetic_seed42_cust500_rounds5000
1538,1538,312,4,False,0.0,0.2,-0.2,0.2765,11.3037,0.0634,11.367,synthetic_seed42_cust500_rounds5000
1539,1539,273,3,False,0.0,0.3,-0.3,0.1833,20.1861,0.0352,20.2213,synthetic_seed42_cust500_rounds5000
1540,1540,300,3,False,0.0,0.3,-0.3,0.1782,19.063,0.037,19.0999,synthetic_seed42_cust500_rounds5000
1541,1541,302,4,False,0.0,0.2,-0.2,0.1361,8.6863,0.0623,8.7487,synthetic_seed42_cust500_rounds5000
1542,1542,22,3,True,70.48,0.3,70.18,0.1762,19.0418,0.0409,19.0827,synthetic_seed42_cust500_rounds5000
1543,1543,42,4,False,0.0,0.2,-0.2,0.335,21.1452,0.0582,21.2035,synthetic_seed42_cust500_rounds5000
1544,1544,306,4,False,0.0,0.2,-0.2,0.2474,47.0476,0.063,47.1106,synthetic_seed42_cust500_rounds5000
1545,1545,154,4,False,0.0,0.2,-0.2,0.4343,43.5501,0.0642,43.6144,synthetic_seed42_cust500_rounds5000
1546,1546,148,4,False,0.0,0.2,-0.2,0.373,33.8891,0.0714,33.9606,synthetic_seed42_cust500_rounds5000
1547,1547,98,4,True,87.93,9.0,78.93,0.1983,25.775,0.0506,25.8257,synthetic_seed42_cust500_rounds5000
1548,1548,398,4,False,0.0,0.2,-0.2,0.1466,14.5841,0.0342,14.6182,synthetic_seed42_cust500_rounds5000
1549,1549,480,3,False,0.0,0.3,-0.3,0.4031,35.0077,0.028,35.0358,synthetic_seed42_cust500_rounds5000
1550,1550,309,4,False,0.0,0.2,-0.2,0.2653,31.0612,0.0354,31.0966,synthetic_seed42_cust500_rounds5000
1551,1551,469,3,False,0.0,0.3,-0.3,0.2327,12.5592,0.045,12.6042,synthetic_seed42_cust500_rounds5000
1552,1552,435,3,False,0.0,0.3,-0.3,0.1325,15.9022,0.0307,15.9329,synthetic_seed42_cust500_rounds5000
1553,1553,108,4,False,0.0,0.2,-0.2,0.2935,33.5153,0.0684,33.5837,synthetic_seed42_cust500_rounds5000
1554,1554,75,3,False,0.0,0.3,-0.3,0.3048,23.1781,0.0299,23.2079,synthetic_seed42_cust500_rounds5000
1555,1555,105,4,True,85.67,9.0,76.67,0.5226,74.8894,0.1325,75.0219,synthetic_seed42_cust500_rounds5000
1556,1556,45,4,False,0.0,0.2,-0.2,0.3282,22.1957,0.0551,22.2508,synthetic_seed42_cust500_rounds5000
1557,1557,288,4,True,79.46,9.0,70.46,0.318,37.6474,0.0479,37.6953,synthetic_seed42_cust500_rounds5000
1558,1558,140,3,False,0.0,0.3,-0.3,0.4174,48.5967,0.0423,48.6389,synthetic_seed42_cust500_rounds5000
1559,1559,452,3,False,0.0,0.3,-0.3,0.2379,23.139,0.0345,23.1734,synthetic_seed42_cust500_rounds5000
1560,1560,303,4,True,111.63,9.0,102.63,0.2793,25.1404,0.0372,25.1776,synthetic_seed42_cust500_rounds5000
1561,1561,180,4,False,0.0,0.2,-0.2,0.2254,30.7654,0.0418,30.8072,synthetic_seed42_cust500_rounds5000
1562,1562,492,3,False,0.0,0.3,-0.3,0.3393,27.1694,0.0204,27.1898,synthetic_seed42_cust500_rounds5000
1563,1563,474,4,False,0.0,0.2,-0.2,0.3428,27.111,0.0504,27.1614,synthetic_seed42_cust500_rounds5000
1564,1564,388,4,False,0.0,0.2,-0.2,0.3195,40.1696,0.044,40.2136,synthetic_seed42_cust500_rounds5000
1565,1565,394,4,True,117.32,9.0,108.32,0.3987,37.0598,0.0587,37.1185,synthetic_seed42_cust500_rounds5000
1566,1566,488,4,False,0.0,0.2,-0.2,0.4053,34.6239,0.0791,34.703,synthetic_seed42_cust500_rounds5000
1567,1567,297,3,False,0.0,0.3,-0.3,0.118,13.1553,0.023,13.1783,synthetic_seed42_cust500_rounds5000
1568,1568,433,4,False,0.0,0.2,-0.2,0.3076,29.6473,0.045,29.6923,synthetic_seed42_cust500_rounds5000
1569,1569,31,3,False,0.0,0.3,-0.3,0.3216,36.1252,0.0282,36.1535,synthetic_seed42_cust500_rounds5000
1570,1570,275,4,False,0.0,0.2,-0.2,0.382,15.7028,0.0383,15.7411,synthetic_seed42_cust500_rounds5000
1571,1571,250,3,False,0.0,0.3,-0.3,0.1479,10.5964,0.0279,10.6243,synthetic_seed42_cust500_rounds5000
1572,1572,21,3,False,0.0,0.3,-0.3,0.2691,29.4727,0.0266,29.4992,synthetic_seed42_cust500_rounds5000
1573,1573,40,3,True,66.21,0.3,65.91,0.2406,25.0791,0.032,25.1112,synthetic_seed42_cust500_rounds5000
1574,1574,11,4,True,62.86,9.0,53.86,0.1544,12.6341,0.0373,12.6715,synthetic_seed42_cust500_rounds5000
1575,1575,146,4,False,0.0,0.2,-0.2,0.2384,40.066,0.0499,40.1158,synthetic_seed42_cust500_rounds5000
1576,1576,27,3,False,0.0,0.3,-0.3,0.2343,22.2217,0.0489,22.2706,synthetic_seed42_cust500_rounds5000
1577,1577,211,3,False,0.0,0.3,-0.3,0.1844,12.5568,0.0294,12.5862,synthetic_seed42_cust500_rounds5000
1578,1578,404,3,False,0.0,0.3,-0.3,0.2737,23.8512,0.0272,23.8784,synthetic_seed42_cust500_rounds5000
1579,1579,303,4,False,0.0,0.2,-0.2,0.2793,25.2426,0.0367,25.2793,synthetic_seed42_cust500_rounds5000
1580,1580,333,4,False,0.0,0.2,-0.2,0.3964,57.6859,0.0645,57.7503,synthetic_seed42_cust500_rounds5000
1581,1581,16,4,False,0.0,0.2,-0.2,0.2092,18.9688,0.0335,19.0023,synthetic_seed42_cust500_rounds5000
1582,1582,415,4,False,0.0,0.2,-0.2,0.1976,29.8724,0.0311,29.9036,synthetic_seed42_cust500_rounds5000
1583,1583,71,4,False,0.0,0.2,-0.2,0.2227,17.2318,0.0453,17.2771,synthetic_seed42_cust500_rounds5000
1584,1584,149,3,False,0.0,0.3,-0.3,0.2072,17.3496,0.0236,17.3732,synthetic_seed42_cust500_rounds5000
1585,1585,256,4,False,0.0,0.2,-0.2,0.243,26.1952,0.0372,26.2324,synthetic_seed42_cust500_rounds5000
1586,1586,461,3,False,0.0,0.3,-0.3,0.2258,19.0982,0.0312,19.1294,synthetic_seed42_cust500_rounds5000
1587,1587,500,4,False,0.0,0.2,-0.2,0.2737,43.4018,0.0534,43.4552,synthetic_seed42_cust500_rounds5000
1588,1588,389,3,False,0.0,0.3,-0.3,0.2957,34.942,0.0389,34.9809,synthetic_seed42_cust500_rounds5000
1589,1589,363,3,False,0.0,0.3,-0.3,0.3609,26.4373,0.0223,26.4595,synthetic_seed42_cust500_rounds5000
1590,1590,262,4,True,64.76,9.0,55.76,0.2112,25.9265,0.0489,25.9754,synthetic_seed42_cust500_rounds5000
1591,1591,328,4,True,68.74,9.0,59.74,0.161,10.9835,0.0751,11.0587,synthetic_seed42_cust500_rounds5000
1592,1592,70,3,True,76.94,0.3,76.64,0.2937,25.0162,0.0278,25.044,synthetic_seed42_cust500_rounds5000
1593,1593,135,3,True,61.46,0.3,61.16,0.3454,26.238,0.0283,26.2663,synthetic_seed42_cust500_rounds5000
1594,1594,492,3,False,0.0,0.3,-0.3,0.3393,27.0246,0.0204,27.045,synthetic_seed42_cust500_rounds5000
1595,1595,490,4,False,0.0,0.2,-0.2,0.2658,49.4619,0.0568,49.5187,synthetic_seed42_cust500_rounds5000
1596,1596,158,3,False,0.0,0.3,-0.3,0.3919,21.5726,0.0225,21.5952,synthetic_seed42_cust500_rounds5000
1597,1597,121,4,False,0.0,0.2,-0.2,0.2813,31.959,0.0587,32.0178,synthetic_seed42_cust500_rounds5000
1598,1598,114,3,True,104.8,0.3,104.5,0.4542,34.646,0.055,34.7009,synthetic_seed42_cust500_rounds5000
1599,1599,241,3,False,0.0,0.3,-0.3,0.3839,28.2825,0.0256,28.3081,synthetic_seed42_cust500_rounds5000
1600,1600,110,4,False,0.0,0.2,-0.2,0.2581,17.427,0.0289,17.4559,synthetic_seed42_cust500_rounds5000
1601,1601,318,3,True,99.32,0.3,99.02,0.3801,36.0993,0.0313,36.1306,synthetic_seed42_cust500_rounds5000
1602,1602,35,3,False,0.0,0.3,-0.3,0.5276,43.8083,0.0333,43.8416,synthetic_seed42_cust500_rounds5000
1603,1603,49,4,False,0.0,0.2,-0.2,0.3862,23.571,0.0509,23.6218,synthetic_seed42_cust500_rounds5000
1604,1604,137,3,False,0.0,0.3,-0.3,0.4484,54.7025,0.0542,54.7567,synthetic_seed42_cust500_rounds5000
1605,1605,387,4,True,61.92,9.0,52.92,0.2825,33.3511,0.0517,33.4028,synthetic_seed42_cust500_rounds5000
1606,1606,158,3,False,0.0,0.3,-0.3,0.3919,21.5139,0.0225,21.5364,synthetic_seed42_cust500_rounds5000
1607,1607,234,3,True,58.79,0.3,58.49,0.3757,26.8313,0.0228,26.8541,synthetic_seed42_cust500_rounds5000
1608,1608,322,4,False,0.0,0.2,-0.2,0.2856,30.0875,0.0292,30.1167,synthetic_seed42_cust500_rounds5000
1609,1609,393,3,False,0.0,0.3,-0.3,0.3467,25.244,0.034,25.2781,synthetic_seed42_cust500_rounds5000
