customer_id,segment,action_rank,action_id,action_name,base_cost,predicted_reward,uncertainty_score,explore_score,ucb_score,confidence_score,n_pulls
60,At-Risk,2,4,bundle_offer,9.0,14.4356,0.0047,0.0344,14.47,0.2897,2231
60,At-Risk,3,3,product_recommendation,0.3,13.3141,0.005,0.0355,13.3495,0.0945,2343
60,At-Risk,4,1,discount_10,6.5,3.7705,0.1512,0.1944,3.9649,0.0,11
60,At-Risk,5,0,no_action,0.0,0.4449,0.1475,0.192,0.6369,0.0,14
61,Lost,1,3,product_recommendation,0.3,22.8523,0.0034,0.0293,22.8817,0.7988,2343
61,Lost,2,4,bundle_offer,9.0,21.4676,0.0045,0.0335,21.501,0.2008,2231
61,Lost,3,2,free_shipping,4.99,15.2961,0.0231,0.0759,15.372,0.0004,401
61,Lost,4,1,discount_10,6.5,6.8708,0.1652,0.2032,7.074,0.0,11
61,Lost,5,0,no_action,0.0,-1.8857,0.1897,0.2178,-1.6679,0.0,14
62,Loyal,1,3,product_recommendation,0.3,28.1182,0.0021,0.0231,28.1414,0.9999,2343
62,Loyal,2,2,free_shipping,4.99,18.3633,0.0266,0.0816,18.4449,0.0001,401
62,Loyal,3,4,bundle_offer,9.0,17.123,0.0056,0.0374,17.1604,0.0,2231
62,Loyal,4,1,discount_10,6.5,8.0877,0.1596,0.1998,8.2875,0.0,11
62,Loyal,5,0,no_action,0.0,1.6585,0.2197,0.2344,1.8929,0.0,14
63,Champion,1,3,product_recommendation,0.3,57.6157,0.0079,0.0444,57.6601,0.8087,2343
63,Champion,2,4,bundle_offer,9.0,56.1792,0.0062,0.0392,56.2185,0.1913,2231
63,Champion,3,2,free_shipping,4.99,17.2315,0.1251,0.1768,17.4084,0.0,401
63,Champion,4,1,discount_10,6.5,13.1835,0.3948,0.3142,13.4976,0.0,11
63,Champion,5,0,no_action,0.0,10.233,0.4139,0.3217,10.5546,0.0,14
64,Lost,1,3,product_recommendation,0.3,14.6834,0.0035,0.0294,14.7127,0.6808,2343
64,Lost,2,2,free_shipping,4.99,13.8963,0.0139,0.0589,13.9552,0.3192,401
64,Lost,3,1,discount_10,6.5,2.338,0.1462,0.1912,2.5292,0.0,11
64,Lost,4,4,bundle_offer,9.0,1.7774,0.0064,0.0399,1.8173,0.0,2231
64,Lost,5,0,no_action,0.0,0.1199,0.1522,0.195,0.315,0.0,14
65,Champion,1,3,product_recommendation,0.3,36.4085,0.003,0.0272,36.4357,1.0,2343
65,Champion,2,4,bundle_offer,9.0,20.2121,0.0074,0.043,20.2551,0.0,2231
65,Champion,3,2,free_shipping,4.99,20.0468,0.04,0.1,20.1468,0.0,401
65,Champion,4,1,discount_10,6.5,8.8526,0.2094,0.2288,9.0814,0.0,11
65,Champion,5,0,no_action,0.0,4.1015,0.2876,0.2681,4.3696,0.0,14
66,Lost,1,4,bundle_offer,9.0,18.7805,0.0013,0.0183,18.7989,0.9723,2231
66,Lost,2,3,product_recommendation,0.3,14.9454,0.0023,0.0241,14.9695,0.0211,2343
66,Lost,3,2,free_shipping,4.99,13.7646,0.0075,0.0433,13.8079,0.0066,401
66,Lost,4,1,discount_10,6.5,7.6779,0.0823,0.1435,7.8214,0.0,11
66,Lost,5,0,no_action,0.0,2.5076,0.0844,0.1453,2.6529,0.0,14
67,Loyal,1,4,bundle_offer,9.0,42.5762,0.0028,0.0264,42.6026,0.9984,2231
67,Loyal,2,3,product_recommendation,0.3,36.116,0.0024,0.0245,36.1405,0.0016,2343
67,Loyal,3,2,free_shipping,4.99,18.6438,0.0374,0.0967,18.7405,0.0,401
67,Loyal,4,1,discount_10,6.5,11.9274,0.1741,0.2086,12.1361,0.0,11
67,Loyal,5,0,no_action,0.0,0.1221,0.2513,0.2507,0.3728,0.0,14
68,Champion,1,3,product_recommendation,0.3,18.612,0.0011,0.0167,18.6287,0.9862,2343
68,Champion,2,2,free_shipping,4.99,14.1736,0.0105,0.0512,14.2248,0.0121,401
68,Champion,3,4,bundle_offer,9.0,12.2798,0.0026,0.0257,12.3055,0.0018,2231
68,Champion,4,1,discount_10,6.5,6.49,0.0894,0.1495,6.6394,0.0,11
68,Champion,5,0,no_action,0.0,4.9276,0.0858,0.1465,5.0741,0.0,14
69,Loyal,1,4,bundle_offer,9.0,37.4316,0.001,0.0156,37.4472,0.9997,2231
69,Loyal,2,3,product_recommendation,0.3,29.3879,0.0021,0.023,29.411,0.0003,2343
69,Loyal,3,2,free_shipping,4.99,15.6057,0.0266,0.0815,15.6871,0.0,401
69,Loyal,4,1,discount_10,6.5,10.6115,0.1621,0.2013,10.8129,0.0,11
69,Loyal,5,0,no_action,0.0,5.4512,0.1489,0.193,5.6442,0.0,14
70,Loyal,1,4,bundle_offer,9.0,25.3406,0.0018,0.0211,25.3617,0.8576,2231
70,Loyal,2,3,product_recommendation,0.3,23.5457,0.0016,0.0197,23.5655,0.1423,2343
70,Loyal,3,2,free_shipping,4.99,16.3229,0.0162,0.0637,16.3866,0.0001,401
70,Loyal,4,1,discount_10,6.5,9.6568,0.1013,0.1592,9.8159,0.0,11
70,Loyal,5,0,no_action,0.0,1.4622,0.1372,0.1852,1.6474,0.0,14
71,Loyal,1,4,bundle_offer,9.0,19.369,0.0021,0.0232,19.3922,0.9734,2231
71,Loyal,2,3,product_recommendation,0.3,15.6948,0.0022,0.0237,15.7184,0.0247,2343
71,Loyal,3,2,free_shipping,4.99,13.0842,0.0129,0.0568,13.1411,0.0019,401
71,Loyal,4,1,discount_10,6.5,7.7615,0.0836,0.1446,7.9061,0.0,11
71,Loyal,5,0,no_action,0.0,2.3084,0.0912,0.151,2.4595,0.0,14
72,Lost,1,3,product_recommendation,0.3,16.5243,0.0021,0.0231,16.5474,0.8888,2343
72,Lost,2,2,free_shipping,4.99,14.4124,0.0119,0.0545,14.4669,0.111,401
72,Lost,3,4,bundle_offer,9.0,7.8754,0.0043,0.0326,7.908,0.0002,2231
72,Lost,4,0,no_action,0.0,5.1097,0.0789,0.1404,5.2501,0.0,14
72,Lost,5,1,discount_10,6.5,3.9541,0.133,0.1824,4.1365,0.0,11
73,Loyal,1,4,bundle_offer,9.0,17.5867,0.001,0.0155,17.6022,0.9899,2231
73,Loyal,2,2,free_shipping,4.99,12.8024,0.0062,0.0394,12.8418,0.0085,401
73,Loyal,3,3,product_recommendation,0.3,11.1532,0.0022,0.0236,11.1768,0.0016,2343
73,Loyal,4,1,discount_10,6.5,7.336,0.0628,0.1253,7.4613,0.0,11
73,Loyal,5,0,no_action,0.0,1.7555,0.0695,0.1318,1.8873,0.0,14
74,At-Risk,1,2,free_shipping,4.99,6.79,0.0105,0.0513,6.8413,0.9965,401
74,At-Risk,2,0,no_action,0.0,0.1459,0.0824,0.1436,0.2894,0.0014,14
74,At-Risk,3,4,bundle_offer,9.0,-0.0242,0.0024,0.0245,0.0003,0.0011,2231
74,At-Risk,4,1,discount_10,6.5,-0.1851,0.0959,0.1548,-0.0303,0.001,11
74,At-Risk,5,3,product_recommendation,0.3,-4.7443,0.0059,0.0385,-4.7059,0.0,2343
75,Loyal,1,4,bundle_offer,9.0,20.6273,0.0019,0.0218,20.6491,0.7899,2231
75,Loyal,2,3,product_recommendation,0.3,19.2913,0.0019,0.022,19.3133,0.2077,2343
75,Loyal,3,2,free_shipping,4.99,14.7874,0.0176,0.0663,14.8537,0.0024,401
75,Loyal,4,1,discount_10,6.5,9.2714,0.0967,0.1555,9.4268,0.0,11
75,Loyal,5,0,no_action,0.0,0.8054,0.1357,0.1842,0.9896,0.0,14
76,Champion,1,2,free_shipping,4.99,15.7994,0.0127,0.0563,15.8556,0.8218,401
76,Champion,2,3,product_recommendation,0.3,14.2873,0.0029,0.0268,14.3141,0.1759,2343
76,Champion,3,4,bundle_offer,9.0,9.8036,0.0046,0.0339,9.8375,0.002,2231
76,Champion,4,1,discount_10,6.5,7.7658,0.1281,0.1789,7.9447,0.0003,11
76,Champion,5,0,no_action,0.0,5.8464,0.1116,0.1671,6.0134,0.0,14
77,Loyal,1,3,product_recommendation,0.3,24.3227,0.0012,0.0173,24.3399,0.5837,2343
77,Loyal,2,4,bundle_offer,9.0,23.9777,0.0023,0.0242,24.0019,0.4163,2231
77,Loyal,3,2,free_shipping,4.99,15.438,0.0161,0.0634,15.5014,0.0001,401
77,Loyal,4,1,discount_10,6.5,7.6343,0.1026,0.1601,7.7944,0.0,11
77,Loyal,5,0,no_action,0.0,-0.187,0.1436,0.1895,0.0025,0.0,14
78,Loyal,1,4,bundle_offer,9.0,27.5293,0.0028,0.0265,27.5558,0.9983,2231
78,Loyal,2,3,product_recommendation,0.3,21.1649,0.0042,0.0324,21.1973,0.0017,2343
78,Loyal,3,2,free_shipping,4.99,16.0684,0.0279,0.0836,16.1519,0.0,401
78,Loyal,4,1,discount_10,6.5,11.8854,0.1525,0.1953,12.0807,0.0,11
78,Loyal,5,0,no_action,0.0,2.0619,0.1977,0.2223,2.2842,0.0,14
79,Champion,1,4,bundle_offer,9.0,58.6808,0.0032,0.0282,58.709,0.9997,2231
79,Champion,2,3,product_recommendation,0.3,50.4591,0.0042,0.0326,50.4917,0.0003,2343
79,Champion,3,2,free_shipping,4.99,17.0419,0.0812,0.1425,17.1843,0.0,401
79,Champion,4,1,discount_10,6.5,14.7068,0.2519,0.2509,14.9578,0.0,11
79,Champion,5,0,no_action,0.0,5.6907,0.323,0.2842,5.9748,0.0,14
80,At-Risk,1,4,bundle_offer,9.0,26.1168,0.0053,0.0363,26.1532,1.0,2231
80,At-Risk,2,2,free_shipping,4.99,5.6979,0.0378,0.0972,5.7951,0.0,401
80,At-Risk,3,1,discount_10,6.5,3.5927,0.204,0.2258,3.8185,0.0,11
80,At-Risk,4,0,no_action,0.0,-3.9567,0.3291,0.2868,-3.6699,0.0,14
80,At-Risk,5,3,product_recommendation,0.3,-5.1047,0.0236,0.0768,-5.0279,0.0,2343
81,Lost,1,3,product_recommendation,0.3,19.7665,0.003,0.0272,19.7937,0.9343,2343
81,Lost,2,4,bundle_offer,9.0,16.8898,0.0048,0.0345,16.9243,0.053,2231
81,Lost,3,2,free_shipping,4.99,15.4307,0.0171,0.0653,15.496,0.0127,401
81,Lost,4,1,discount_10,6.5,4.8777,0.1567,0.1979,5.0757,0.0,11
81,Lost,5,0,no_action,0.0,-2.0835,0.1876,0.2166,-1.867,0.0,14
82,Lost,1,4,bundle_offer,9.0,22.6188,0.0014,0.019,22.6377,0.9999,2231
82,Lost,2,3,product_recommendation,0.3,13.5775,0.0022,0.0233,13.6008,0.0001,2343
82,Lost,3,2,free_shipping,4.99,9.6397,0.0134,0.0578,9.6975,0.0,401
82,Lost,4,1,discount_10,6.5,6.1759,0.0887,0.1489,6.3248,0.0,11
82,Lost,5,0,no_action,0.0,-2.3304,0.1053,0.1622,-2.1682,0.0,14
83,Loyal,1,3,product_recommendation,0.3,23.413,0.002,0.0221,23.4351,0.9939,2343
83,Loyal,2,4,bundle_offer,9.0,18.0211,0.0042,0.0324,18.0535,0.0046,2231
83,Loyal,3,2,free_shipping,4.99,16.8949,0.0162,0.0636,16.9585,0.0015,401
83,Loyal,4,1,discount_10,6.5,6.3899,0.1165,0.1707,6.5606,0.0,11
83,Loyal,5,0,no_action,0.0,0.8759,0.1433,0.1892,1.0651,0.0,14
84,At-Risk,1,4,bundle_offer,9.0,15.662,0.0036,0.0299,15.6919,0.9972,2231
84,At-Risk,2,2,free_shipping,4.99,9.7569,0.0213,0.0729,9.8298,0.0028,401
84,At-Risk,3,1,discount_10,6.5,2.1599,0.1792,0.2117,2.3715,0.0,11
84,At-Risk,4,3,product_recommendation,0.3,0.5544,0.0119,0.0546,0.6091,0.0,2343
84,At-Risk,5,0,no_action,0.0,-0.6069,0.1954,0.221,-0.3859,0.0,14
85,Lost,1,2,free_shipping,4.99,10.5476,0.0024,0.0244,10.5721,0.925,401
85,Lost,2,3,product_recommendation,0.3,7.8808,0.0016,0.0201,7.901,0.064,2343
85,Lost,3,4,bundle_offer,9.0,6.0547,0.0016,0.0197,6.0743,0.0103,2231
85,Lost,4,1,discount_10,6.5,3.2963,0.0482,0.1098,3.4061,0.0007,11
85,Lost,5,0,no_action,0.0,0.6047,0.0472,0.1086,0.7133,0.0,14
86,Loyal,1,4,bundle_offer,9.0,34.2061,0.0019,0.022,34.2281,0.9943,2231
86,Loyal,2,3,product_recommendation,0.3,29.0364,0.0027,0.0258,29.0622,0.0057,2343
86,Loyal,3,2,free_shipping,4.99,17.0329,0.028,0.0837,17.1166,0.0,401
86,Loyal,4,1,discount_10,6.5,12.0817,0.2118,0.2301,12.3118,0.0,11
86,Loyal,5,0,no_action,0.0,6.5403,0.205,0.2264,6.7667,0.0,14
87,At-Risk,1,4,bundle_offer,9.0,20.1722,0.002,0.0224,20.1946,0.9982,2231
87,At-Risk,2,2,free_shipping,4.99,13.3326,0.007,0.0418,13.3744,0.0011,401
87,At-Risk,3,3,product_recommendation,0.3,12.8643,0.0059,0.0383,12.9026,0.0007,2343
87,At-Risk,4,1,discount_10,6.5,4.6159,0.1117,0.1671,4.783,0.0,11
87,At-Risk,5,0,no_action,0.0,0.063,0.1185,0.1721,0.2351,0.0,14
88,Loyal,1,4,bundle_offer,9.0,31.4786,0.0009,0.0148,31.4934,1.0,2231
88,Loyal,2,3,product_recommendation,0.3,18.1155,0.0028,0.0266,18.142,0.0,2343
88,Loyal,3,2,free_shipping,4.99,13.1709,0.0162,0.0637,13.2346,0.0,401
88,Loyal,4,1,discount_10,6.5,9.0977,0.0947,0.1539,9.2515,0.0,11
88,Loyal,5,0,no_action,0.0,-0.3507,0.13,0.1802,-0.1705,0.0,14
89,Lost,1,4,bundle_offer,9.0,29.4966,0.002,0.0225,29.5191,1.0,2231
89,Lost,2,2,free_shipping,4.99,11.3895,0.0194,0.0696,11.4591,0.0,401
89,Lost,3,3,product_recommendation,0.3,10.8492,0.006,0.0386,10.8877,0.0,2343
89,Lost,4,1,discount_10,6.5,7.8211,0.1264,0.1778,7.9988,0.0,11
89,Lost,5,0,no_action,0.0,1.4281,0.1377,0.1855,1.6136,0.0,14
90,Champion,1,4,bundle_offer,9.0,38.1203,0.0019,0.0217,38.142,1.0,2231
90,Champion,2,3,product_recommendation,0.3,26.5288,0.0037,0.0305,26.5593,0.0,2343
90,Champion,3,2,free_shipping,4.99,15.4605,0.0311,0.0882,15.5487,0.0,401
90,Champion,4,1,discount_10,6.5,13.4477,0.1853,0.2152,13.6629,0.0,11
90,Champion,5,0,no_action,0.0,4.1098,0.2204,0.2347,4.3446,0.0,14
91,At-Risk,1,2,free_shipping,4.99,13.1112,0.0043,0.0328,13.144,0.9989,401
91,At-Risk,2,3,product_recommendation,0.3,6.1876,0.0038,0.0309,6.2185,0.001,2343
91,At-Risk,3,4,bundle_offer,9.0,3.4608,0.0033,0.0288,3.4896,0.0001,2231
91,At-Risk,4,1,discount_10,6.5,2.5173,0.0988,0.1571,2.6744,0.0,11
91,At-Risk,5,0,no_action,0.0,1.1864,0.0749,0.1369,1.3232,0.0,14
92,Loyal,1,4,bundle_offer,9.0,39.0324,0.0024,0.0247,39.0571,1.0,2231
92,Loyal,2,3,product_recommendation,0.3,17.2678,0.0054,0.0366,17.3045,0.0,2343
92,Loyal,3,2,free_shipping,4.99,11.3402,0.0278,0.0833,11.4235,0.0,401
92,Loyal,4,1,discount_10,6.5,10.0464,0.1505,0.194,10.2403,0.0,11
92,Loyal,5,0,no_action,0.0,-1.5245,0.19,0.218,-1.3065,0.0,14
93,Loyal,1,3,product_recommendation,0.3,19.9934,0.0029,0.0268,20.0202,0.9429,2343
93,Loyal,2,2,free_shipping,4.99,17.1514,0.0169,0.0651,17.2165,0.0571,401
93,Loyal,3,1,discount_10,6.5,3.1634,0.1466,0.1914,3.3548,0.0,11
93,Loyal,4,0,no_action,0.0,2.9214,0.1497,0.1934,3.1148,0.0,14
93,Loyal,5,4,bundle_offer,9.0,1.5195,0.0079,0.0445,1.564,0.0,2231
94,Lost,1,2,free_shipping,4.99,13.5108,0.0128,0.0566,13.5674,0.9879,401
94,Lost,2,3,product_recommendation,0.3,9.1302,0.0049,0.0348,9.165,0.0121,2343
94,Lost,3,4,bundle_offer,9.0,0.6704,0.0063,0.0396,0.71,0.0,2231
94,Lost,4,1,discount_10,6.5,0.4538,0.1589,0.1993,0.6531,0.0,11
94,Lost,5,0,no_action,0.0,-0.2183,0.1462,0.1912,-0.0271,0.0,14
95,Loyal,1,4,bundle_offer,9.0,16.5346,0.0054,0.0368,16.5714,0.5802,2231
95,Loyal,2,3,product_recommendation,0.3,16.1827,0.0049,0.035,16.2177,0.4074,2343
95,Loyal,3,2,free_shipping,4.99,12.6362,0.0287,0.0847,12.7209,0.0123,401
95,Loyal,4,1,discount_10,6.5,6.2449,0.1523,0.1951,6.4401,0.0,11
95,Loyal,5,0,no_action,0.0,4.6625,0.1289,0.1795,4.8421,0.0,14
96,At-Risk,1,4,bundle_offer,9.0,32.8132,0.0013,0.0179,32.8311,1.0,2231
96,At-Risk,2,3,product_recommendation,0.3,14.2389,0.0067,0.0408,14.2797,0.0,2343
96,At-Risk,3,2,free_shipping,4.99,12.4781,0.0189,0.0688,12.5469,0.0,401
96,At-Risk,4,1,discount_10,6.5,8.3889,0.1073,0.1637,8.5527,0.0,11
96,At-Risk,5,0,no_action,0.0,-1.5045,0.1627,0.2017,-1.3028,0.0,14
97,Loyal,1,3,product_recommendation,0.3,17.1927,0.001,0.0162,17.2089,0.5861,2343
97,Loyal,2,4,bundle_offer,9.0,16.7246,0.0018,0.0209,16.7455,0.3687,2231
97,Loyal,3,2,free_shipping,4.99,14.6048,0.0067,0.0409,14.6457,0.0452,401
97,Loyal,4,1,discount_10,6.5,6.1307,0.0702,0.1325,6.2631,0.0,11
97,Loyal,5,0,no_action,0.0,0.9825,0.086,0.1467,1.1291,0.0,14
98,At-Risk,1,4,bundle_offer,9.0,30.4844,0.0018,0.0213,30.5057,0.9994,2231
98,At-Risk,2,3,product_recommendation,0.3,23.022,0.0044,0.0332,23.0551,0.0006,2343
98,At-Risk,3,2,free_shipping,4.99,14.4742,0.0144,0.0601,14.5342,0.0,401
98,At-Risk,4,1,discount_10,6.5,7.2279,0.1128,0.1679,7.3958,0.0,11
98,At-Risk,5,0,no_action,0.0,1.6232,0.1186,0.1722,1.7954,0.0,14
99,Loyal,1,3,product_recommendation,0.3,30.498,0.0031,0.0277,30.5257,0.9218,2343
99,Loyal,2,4,bundle_offer,9.0,28.0248,0.0044,0.0332,28.058,0.0782,2231
99,Loyal,3,2,free_shipping,4.99,19.3894,0.0272,0.0824,19.4718,0.0,401
99,Loyal,4,1,discount_10,6.5,9.8282,0.1638,0.2023,10.0306,0.0,11
99,Loyal,5,0,no_action,0.0,1.0219,0.2122,0.2303,1.2522,0.0,14
100,Champion,1,3,product_recommendation,0.3,39.4765,0.0014,0.019,39.4956,0.9411,2343
100,Champion,2,4,bundle_offer,9.0,36.6983,0.0028,0.0265,36.7248,0.0589,2231
100,Champion,3,2,free_shipping,4.99,17.387,0.0387,0.0984,17.4854,0.0,401
100,Champion,4,1,discount_10,6.5,10.2725,0.1457,0.1909,10.4633,0.0,11
100,Champion,5,0,no_action,0.0,3.9838,0.1999,0.2236,4.2073,0.0,14
101,Loyal,1,4,bundle_offer,9.0,26.4338,0.0016,0.0203,26.4541,0.7746,2231
101,Loyal,2,3,product_recommendation,0.3,25.203,0.0011,0.0164,25.2194,0.2253,2343
101,Loyal,3,2,free_shipping,4.99,16.6228,0.0161,0.0635,16.6863,0.0,401
101,Loyal,4,1,discount_10,6.5,9.4707,0.0996,0.1578,9.6284,0.0,11
101,Loyal,5,0,no_action,0.0,1.4035,0.1393,0.1866,1.5902,0.0,14
102,Champion,1,4,bundle_offer,9.0,36.4123,0.0011,0.0167,36.4289,0.9688,2231
102,Champion,2,3,product_recommendation,0.3,32.9741,0.0014,0.0184,32.9925,0.0312,2343
102,Champion,3,2,free_shipping,4.99,16.7119,0.0281,0.0838,16.7957,0.0,401
102,Champion,4,1,discount_10,6.5,11.9087,0.1399,0.187,12.0957,0.0,11
102,Champion,5,0,no_action,0.0,4.0734,0.1862,0.2157,4.2891,0.0,14
103,Loyal,1,4,bundle_offer,9.0,50.1951,0.0034,0.0289,50.2241,1.0,2231
103,Loyal,2,3,product_recommendation,0.3,39.4935,0.0043,0.0329,39.5264,0.0,2343
103,Loyal,3,2,free_shipping,4.99,18.2028,0.0573,0.1197,18.3225,0.0,401
103,Loyal,4,1,discount_10,6.5,14.9758,0.2417,0.2458,15.2216,0.0,11
103,Loyal,5,0,no_action,0.0,0.4392,0.3287,0.2867,0.7259,0.0,14
104,Lost,1,4,bundle_offer,9.0,34.6032,0.0019,0.0216,34.6248,1.0,2231
104,Lost,2,3,product_recommendation,0.3,20.8806,0.0051,0.0358,20.9164,0.0,2343
104,Lost,3,2,free_shipping,4.99,14.8127,0.0257,0.0802,14.8929,0.0,401
104,Lost,4,1,discount_10,6.5,10.2109,0.1273,0.1784,10.3893,0.0,11
104,Lost,5,0,no_action,0.0,-0.8724,0.1834,0.2141,-0.6583,0.0,14
105,Champion,1,4,bundle_offer,9.0,75.6183,0.0092,0.0481,75.6664,1.0,2231
105,Champion,2,3,product_recommendation,0.3,56.9609,0.0141,0.0594,57.0204,0.0,2343
105,Champion,3,1,discount_10,6.5,15.7515,0.624,0.395,16.1465,0.0,11
105,Champion,4,2,free_shipping,4.99,12.4902,0.1759,0.2097,12.6999,0.0,401
105,Champion,5,0,no_action,0.0,12.0275,0.5525,0.3717,12.3992,0.0,14
106,Loyal,1,4,bundle_offer,9.0,23.7672,0.0015,0.0191,23.7863,0.9956,2231
106,Loyal,2,3,product_recommendation,0.3,18.3311,0.0024,0.0247,18.3558,0.0044,2343
106,Loyal,3,2,free_shipping,4.99,13.2232,0.0145,0.0603,13.2834,0.0,401
106,Loyal,4,1,discount_10,6.5,8.0935,0.0834,0.1444,8.2378,0.0,11
106,Loyal,5,0,no_action,0.0,0.6281,0.1116,0.167,0.7951,0.0,14
107,Champion,1,3,product_recommendation,0.3,24.7294,0.0025,0.0248,24.7542,0.9984,2343
107,Champion,2,2,free_shipping,4.99,18.0814,0.0201,0.0709,18.1523,0.0014,401
107,Champion,3,4,bundle_offer,9.0,16.1971,0.0042,0.0326,16.2297,0.0002,2231
107,Champion,4,1,discount_10,6.5,10.2131,0.1697,0.206,10.4191,0.0,11
107,Champion,5,0,no_action,0.0,5.7344,0.2087,0.2284,5.9628,0.0,14
108,Lost,1,4,bundle_offer,9.0,29.7946,0.003,0.0272,29.8218,0.9969,2231
108,Lost,2,3,product_recommendation,0.3,24.0176,0.0044,0.0333,24.0509,0.0031,2343
108,Lost,3,2,free_shipping,4.99,14.1953,0.0321,0.0895,14.2848,0.0,401
108,Lost,4,1,discount_10,6.5,8.4454,0.2642,0.257,8.7024,0.0,11
108,Lost,5,0,no_action,0.0,8.0143,0.1568,0.198,8.2123,0.0,14
109,Loyal,1,4,bundle_offer,9.0,21.7963,0.0016,0.0199,21.8162,0.9845,2231
109,Loyal,2,3,product_recommendation,0.3,17.611,0.0016,0.0202,17.6311,0.015,2343
109,Loyal,3,2,free_shipping,4.99,14.2814,0.0107,0.0517,14.3331,0.0006,401
109,Loyal,4,1,discount_10,6.5,7.1624,0.0799,0.1414,7.3037,0.0,11
109,Loyal,5,0,no_action,0.0,0.8992,0.0972,0.1559,1.0551,0.0,14
110,Lost,1,4,bundle_offer,9.0,20.1715,0.0007,0.013,20.1845,0.9976,2231
110,Lost,2,3,product_recommendation,0.3,14.0489,0.0021,0.0226,14.0716,0.0022,2343
110,Lost,3,2,free_shipping,4.99,11.71,0.0055,0.037,11.747,0.0002,401
110,Lost,4,1,discount_10,6.5,5.792,0.0565,0.1189,5.9109,0.0,11
110,Lost,5,0,no_action,0.0,0.6204,0.0683,0.1307,0.7511,0.0,14
111,Lost,1,2,free_shipping,4.99,14.7793,0.007,0.0417,14.821,0.9745,401
111,Lost,2,4,bundle_offer,9.0,10.9977,0.0025,0.0249,11.0226,0.0218,2231
111,Lost,3,3,product_recommendation,0.3,9.1779,0.0028,0.0263,9.2042,0.0035,2343
111,Lost,4,1,discount_10,6.5,5.6114,0.0785,0.1401,5.7515,0.0001,11
111,Lost,5,0,no_action,0.0,1.3102,0.0775,0.1392,1.4494,0.0,14
112,At-Risk,1,2,free_shipping,4.99,8.3393,0.0277,0.0832,8.4225,0.9115,401
112,At-Risk,2,4,bundle_offer,9.0,6.0422,0.0087,0.0467,6.0889,0.0884,2231
112,At-Risk,3,1,discount_10,6.5,-1.1482,0.3317,0.288,-0.8602,0.0001,11
112,At-Risk,4,0,no_action,0.0,-2.7131,0.3315,0.2879,-2.4252,0.0,14
112,At-Risk,5,3,product_recommendation,0.3,-4.8221,0.0278,0.0833,-4.7388,0.0,2343
113,Lost,1,4,bundle_offer,9.0,19.0477,0.002,0.0223,19.07,0.9991,2231
113,Lost,2,2,free_shipping,4.99,11.9578,0.0121,0.055,12.0128,0.0009,401
113,Lost,3,1,discount_10,6.5,8.0425,0.0921,0.1517,8.1943,0.0,11
113,Lost,4,3,product_recommendation,0.3,6.4015,0.0046,0.0338,6.4353,0.0,2343
113,Lost,5,0,no_action,0.0,2.0625,0.0939,0.1532,2.2158,0.0,14
114,Lost,1,4,bundle_offer,9.0,46.0913,0.0053,0.0364,46.1277,1.0,2231
114,Lost,2,3,product_recommendation,0.3,35.0123,0.006,0.0388,35.0511,0.0,2343
114,Lost,3,2,free_shipping,4.99,20.283,0.051,0.1129,20.3959,0.0,401
114,Lost,4,1,discount_10,6.5,13.1119,0.3162,0.2812,13.3931,0.0,11
114,Lost,5,0,no_action,0.0,-2.9462,0.3809,0.3086,-2.6376,0.0,14
115,Lost,1,4,bundle_offer,9.0,34.9264,0.0023,0.0238,34.9503,1.0,2231
115,Lost,2,3,product_recommendation,0.3,17.5087,0.0055,0.0372,17.5459,0.0,2343
115,Lost,3,2,free_shipping,4.99,12.3034,0.0257,0.0802,12.3836,0.0,401
115,Lost,4,1,discount_10,6.5,8.4204,0.149,0.193,8.6134,0.0,11
115,Lost,5,0,no_action,0.0,-3.6618,0.2091,0.2287,-3.4331,0.0,14
116,Lost,1,3,product_recommendation,0.3,13.7092,0.0057,0.0378,13.7471,0.5613,2343
116,Lost,2,2,free_shipping,4.99,13.3803,0.0311,0.0882,13.4684,0.4248,401
116,Lost,3,0,no_action,0.0,9.8319,0.1694,0.2058,10.0377,0.0137,14
116,Lost,4,4,bundle_offer,9.0,4.4446,0.0076,0.0437,4.4883,0.0001,2231
116,Lost,5,1,discount_10,6.5,4.0208,0.3432,0.2929,4.3137,0.0,11
117,Lost,1,4,bundle_offer,9.0,41.2449,0.0048,0.0347,41.2797,1.0,2231
117,Lost,2,3,product_recommendation,0.3,21.6576,0.0115,0.0537,21.7113,0.0,2343
117,Lost,3,2,free_shipping,4.99,15.4751,0.0378,0.0972,15.5723,0.0,401
117,Lost,4,1,discount_10,6.5,8.6724,0.2473,0.2486,8.921,0.0,11
117,Lost,5,0,no_action,0.0,-5.0574,0.36,0.3,-4.7574,0.0,14
118,Lost,1,2,free_shipping,4.99,10.7171,0.004,0.0317,10.7488,0.9266,401
118,Lost,2,3,product_recommendation,0.3,8.1892,0.0013,0.0178,8.207,0.0729,2343
118,Lost,3,4,bundle_offer,9.0,2.4712,0.0024,0.0243,2.4955,0.0002,2231
118,Lost,4,1,discount_10,6.5,2.149,0.0529,0.115,2.264,0.0002,11
118,Lost,5,0,no_action,0.0,0.79,0.0491,0.1108,0.9008,0.0,14
119,Loyal,1,3,product_recommendation,0.3,29.6608,0.0018,0.021,29.6818,0.8276,2343
119,Loyal,2,4,bundle_offer,9.0,28.087,0.0027,0.0259,28.1129,0.1724,2231
